ticker,ticker_yahoo,exchange,name
GNLN,GNLN,NASDAQ,"Greenlane Holdings, Inc. - Class A Common Stock"
GNLX,GNLX,NASDAQ,Genelux Corporation - Common Stock
GNMA,GNMA,NASDAQ,iShares GNMA Bond ETF
GNOM,GNOM,NASDAQ,Global X Genomics & Biotechnology ETF
GNPX,GNPX,NASDAQ,"Genprex, Inc. - Common Stock"
GNSS,GNSS,NASDAQ,Genasys Inc. - Common Stock
GNTA,GNTA,NASDAQ,Genenta Science S.p.A. - American Depositary Shares
GNTX,GNTX,NASDAQ,Gentex Corporation - Common Stock
GO,GO,NASDAQ,Grocery Outlet Holding Corp. - Common Stock
GOCO,GOCO,NASDAQ,"GoHealth, Inc. - Class A Common Stock"
GOGO,GOGO,NASDAQ,Gogo Inc. - Common Stock
GOOD,GOOD,NASDAQ,Gladstone Commercial Corporation - Real Estate Investment Trust
GOODN,GOODN,NASDAQ,Gladstone Commercial Corporation - 6.625% Series E Cumulative Redeemable Preferred Stock
GOODO,GOODO,NASDAQ,"Gladstone Commercial Corporation - 6.00% Series G Cumulative Redeemable Preferred Stock, par value $0.001 per share"
GOOG,GOOG,NASDAQ,Alphabet Inc. - Class C Capital Stock
GOOGL,GOOGL,NASDAQ,Alphabet Inc. - Class A Common Stock
GOSS,GOSS,NASDAQ,"Gossamer Bio, Inc. - Common Stock"
GOU,GOU,NASDAQ,GraniteShares 2x Long GOOGL Daily ETF
GOVI,GOVI,NASDAQ,Invesco Equal Weight 0-30 Year Treasury ETF
GOVX,GOVX,NASDAQ,"GeoVax Labs, Inc. - Common Stock"
GP,GP,NASDAQ,GreenPower Motor Company Inc. - Common Shares
GPACU,GPACU,NASDAQ,General Purpose Acquisition Corp. - Units
GPAT,GPAT,NASDAQ,GP-Act III Acquisition Corp. - Class A Ordinary Share
GPATU,GPATU,NASDAQ,GP-Act III Acquisition Corp. - Units
GPATW,GPATW,NASDAQ,GP-Act III Acquisition Corp. - Warrants
GPCR,GPCR,NASDAQ,Structure Therapeutics Inc. - American Depositary Shares
GPIQ,GPIQ,NASDAQ,Goldman Sachs Nasdaq-100 Premium Income ETF
GPIX,GPIX,NASDAQ,Goldman Sachs S&P 500 Premium Income ETF
GPRE,GPRE,NASDAQ,"Green Plains, Inc. - Common Stock"
GPRF,GPRF,NASDAQ,Goldman Sachs Access U.S. Preferred Stock and Hybrid Securities ETF
GPRO,GPRO,NASDAQ,"GoPro, Inc. - Class A Common Stock"
GPT,GPT,NASDAQ,Intelligent Alpha Atlas ETF
GQQQ,GQQQ,NASDAQ,Astoria US Quality Growth Kings ETF
GRAB,GRAB,NASDAQ,Grab Holdings Limited - Class A Ordinary Shares
GRABW,GRABW,NASDAQ,Grab Holdings Limited - Warrant
GRAG,GRAG,NASDAQ,Leverage Shares 2X Long GRAB Daily ETF
GRAL,GRAL,NASDAQ,"GRAIL, Inc. - Common Stock"
GRAN,GRAN,NASDAQ,Grande Group Limited - Class A Ordinary Shares
GRCE,GRCE,NASDAQ,"Grace Therapeutics, Inc. - Common Stock"
GRDX,GRDX,NASDAQ,GridAI Technologies Corp.  - Common Stock
GREE,GREE,NASDAQ,Greenidge Generation Holdings Inc. - Class A Common Stock
GREEL,GREEL,NASDAQ,Greenidge Generation Holdings Inc. - 8.50% Senior Notes due 2026
GRFS,GRFS,NASDAQ,"Grifols, S.A. - American Depositary Shares"
GRI,GRI,NASDAQ,"GRI Bio, Inc. - Common Stock"
GRID,GRID,NASDAQ,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund
GRIN,GRIN,NASDAQ,VictoryShares International Free Cash Flow Growth ETF
GRNQ,GRNQ,NASDAQ,Greenpro Capital Corp. - Common Stock
GROW,GROW,NASDAQ,"U.S. Global Investors, Inc. - Class A Common Stock"
GRPN,GRPN,NASDAQ,"Groupon, Inc. - Common Stock"
GRRR,GRRR,NASDAQ,Gorilla Technology Group Inc. - Ordinary shares
GRRRW,GRRRW,NASDAQ,Gorilla Technology Group Inc. - Warrant
GRVY,GRVY,NASDAQ,"GRAVITY Co., Ltd. - American depositary shares, each representing one common share."
GRW,GRW,NASDAQ,TCW Durable Growth ETF
GRWG,GRWG,NASDAQ,GrowGeneration Corp. - Common Stock
GSAT,GSAT,NASDAQ,"Globalstar, Inc. - Common Stock"
GSBC,GSBC,NASDAQ,"Great Southern Bancorp, Inc. - Common Stock"
GSGO,GSGO,NASDAQ,Goldman Sachs Growth Opportunities ETF
GSHD,GSHD,NASDAQ,"Goosehead Insurance, Inc. - Class A Common Stock"
GSHR,GSHR,NASDAQ,Gesher Acquisition Corp. II - Class A Ordinary Shares
GSHRU,GSHRU,NASDAQ,Gesher Acquisition Corp. II - Units
GSHRW,GSHRW,NASDAQ,Gesher Acquisition Corp. II - Warrants
GSIB,GSIB,NASDAQ,Themes Global Systemically Important Banks ETF
GSIT,GSIT,NASDAQ,"GSI Technology, Inc. - Common Stock"
GSIW,GSIW,NASDAQ,Garden Stage Limited - Ordinary Shares
GSM,GSM,NASDAQ,Ferroglobe PLC - Ordinary Shares
GSRF,GSRF,NASDAQ,GSR IV Acquisition Corp. - Class A ordinary share
GSRFR,GSRFR,NASDAQ,GSR IV Acquisition Corp. - Rights
GSRFU,GSRFU,NASDAQ,GSR IV Acquisition Corp. - Units
GSUN,GSUN,NASDAQ,Golden Sun Health Technology Group Limited - Class A Ordinary Shares
GT,GT,NASDAQ,The Goodyear Tire & Rubber Company - Common Stock
GTBP,GTBP,NASDAQ,"GT Biopharma, Inc. - Common Stock"
GTEC,GTEC,NASDAQ,Greenland Technologies Holding Corporation - Ordinary Shares
GTEN,GTEN,NASDAQ,"Gores Holdings X, Inc. - Class A ordinary shares"
GTENU,GTENU,NASDAQ,"Gores Holdings X, Inc. - Units"
GTENW,GTENW,NASDAQ,"Gores Holdings X, Inc. - Warrants"
GTERA,GTERA,NASDAQ,Globa Terra Acquisition Corporation - Class A Ordinary Shares
GTERR,GTERR,NASDAQ,Globa Terra Acquisition Corporation - Rights
GTERU,GTERU,NASDAQ,Globa Terra Acquisition Corporation - Units
GTERW,GTERW,NASDAQ,Globa Terra Acquisition Corporation - Warrants
GTIM,GTIM,NASDAQ,Good Times Restaurants Inc. - Common Stock
GTLB,GTLB,NASDAQ,GitLab Inc. - Class A Common Stock
GTM,GTM,NASDAQ,ZoomInfo Technologies Inc. - Common Stock
GTOP,GTOP,NASDAQ,Goldman Sachs Technology Opportunities ETF
GTPE,GTPE,NASDAQ,Goldman Sachs MSCI World Private Equity Return Tracker ETF
GTR,GTR,NASDAQ,WisdomTree Target Range Fund
GTX,GTX,NASDAQ,Garrett Motion Inc. - Common Stock
GURE,GURE,NASDAQ,"Gulf Resources, Inc. - Common Stock"
GUSE,GUSE,NASDAQ,Goldman Sachs Enhanced U.S. Equity ETF
GUTS,GUTS,NASDAQ,"Fractyl Health, Inc. - Common Stock"
GV,GV,NASDAQ,Visionary Holdings Inc. - Common Shares
GVH,GVH,NASDAQ,Globavend Holdings Limited - Ord Shares
GVLE,GVLE,NASDAQ,Goldman Sachs Value Opportunities ETF
GWAV,GWAV,NASDAQ,"Greenwave Technology Solutions, Inc. - Common Stock"
GWRS,GWRS,NASDAQ,"Global Water Resources, Inc. - common stock"
GXAI,GXAI,NASDAQ,Gaxos.ai Inc. - Common Stock
GXDW,GXDW,NASDAQ,Global X Dorsey Wright Thematic ETF
GYRE,GYRE,NASDAQ,"Gyre Therapeutics, Inc. - Common Stock"
GYRO,GYRO,NASDAQ,"Gyrodyne , LLC - Common Stock"
HAFC,HAFC,NASDAQ,Hanmi Financial Corporation - Common Stock
HAIN,HAIN,NASDAQ,"The Hain Celestial Group, Inc. - Common Stock"
HALO,HALO,NASDAQ,"Halozyme Therapeutics, Inc. - Common Stock"
HAO,HAO,NASDAQ,Haoxi Health Technology Limited - Class A Ord Share
HAS,HAS,NASDAQ,"Hasbro, Inc. - Common Stock"
HAVA,HAVA,NASDAQ,Harvard Ave Acquisition Corporation - Class A Ordinary Share
HAVAR,HAVAR,NASDAQ,Harvard Ave Acquisition Corporation - Rights that convert on a 1/10th of 1 basis to Class A ordinary Shares
HAVAU,HAVAU,NASDAQ,Harvard Ave Acquisition Corporation - Unit
HBAN,HBAN,NASDAQ,Huntington Bancshares Incorporated - Common Stock
HBANL,HBANL,NASDAQ,"Huntington Bancshares Incorporated - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock"
HBANM,HBANM,NASDAQ,Huntington Bancshares Incorporated - Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock
HBANP,HBANP,NASDAQ,Huntington Bancshares Incorporated - Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock
HBCP,HBCP,NASDAQ,"Home Bancorp, Inc. - Common Stock"
HBDC,HBDC,NASDAQ,Hilton BDC Corporate Bond ETF
HBIO,HBIO,NASDAQ,"Harvard Bioscience, Inc. - Common Stock"
HBNB,HBNB,NASDAQ,Hotel101 Global Holdings Corp. - Class A Ordinary Shares
HBNC,HBNC,NASDAQ,"Horizon Bancorp, Inc. - Common Stock"
HBR,HBR,NASDAQ,Canary HBAR ETF
HBT,HBT,NASDAQ,"HBT Financial, Inc. - Common Stock"
HCACU,HCACU,NASDAQ,Hall Chadwick Acquisition Corp. - Unit
HCAI,HCAI,NASDAQ,"Huachen AI Parking Management Technology Holding Co., Ltd. - Class A Ordinary Shares"
HCAT,HCAT,NASDAQ,"Health Catalyst, Inc - Common stock"
HCHL,HCHL,NASDAQ,Happy City Holdings Limited - Class A Ordinary shares
HCKT,HCKT,NASDAQ,"The Hackett Group, Inc. - Common Stock"
HCM,HCM,NASDAQ,HUTCHMED (China) Limited - American Depositary Shares
HCMA,HCMA,NASDAQ,HCM III Acquisition Corp. - Class A Ordinary Share
HCMAU,HCMAU,NASDAQ,HCM III Acquisition Corp. - Units
HCMAW,HCMAW,NASDAQ,HCM III Acquisition Corp. - Warrants
HCOW,HCOW,NASDAQ,Amplify COWS Covered Call ETF
HCSG,HCSG,NASDAQ,"Healthcare Services Group, Inc. - Common Stock"
HCTI,HCTI,NASDAQ,"Healthcare Triangle, Inc. - Common Stock"
HCWB,HCWB,NASDAQ,HCW Biologics Inc. - Common Stock
HDL,HDL,NASDAQ,SUPER HI INTERNATIONAL HOLDING LTD. - American Depositary Shares
HDSN,HDSN,NASDAQ,"Hudson Technologies, Inc. - Common Stock"
HEAL,HEAL,NASDAQ,Global X HealthTech ETF
HECO,HECO,NASDAQ,SPDR Galaxy Hedged Digital Asset Ecosystem ETF
HEJD,HEJD,NASDAQ,VictoryShares Hedged Equity Income ETF
HELE,HELE,NASDAQ,Helen of Troy Limited - Common Stock
HEPS,HEPS,NASDAQ,D-Market Electronic Services & Trading - American Depositary Shares
HEQQ,HEQQ,NASDAQ,JPMorgan Nasdaq Hedged Equity Laddered Overlay ETF
HERD,HERD,NASDAQ,Pacer Cash Cows Fund of Funds ETF
HERE,HERE,NASDAQ,Here Group Limited - American Depositary Shares
HERO,HERO,NASDAQ,Global X Video Games & Esports ETF
HERZ,HERZ,NASDAQ,"Herzfeld Credit Income Fund, Inc.  - Closed End Fund"
HFBL,HFBL,NASDAQ,"Home Federal Bancorp, Inc. of Louisiana - Common Stock"
HFFG,HFFG,NASDAQ,HF Foods Group Inc. - Common Stock
HFSP,HFSP,NASDAQ,TradersAI Large Cap Equity & Cash ETF
HFWA,HFWA,NASDAQ,Heritage Financial Corporation - Common Stock
HGBL,HGBL,NASDAQ,Heritage Global Inc. - Common Stock
HHS,HHS,NASDAQ,"Harte Hanks, Inc. - Common Stock"
HIDE,HIDE,NASDAQ,Alpha Architect High Inflation and Deflation ETF
HIFS,HIFS,NASDAQ,Hingham Institution for Savings - Common Stock
HIHO,HIHO,NASDAQ,Highway Holdings Limited - Common Stock
HIMX,HIMX,NASDAQ,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares."
HIMY,HIMY,NASDAQ,Defiance Leveraged Long Income HIMS ETF
HIMZ,HIMZ,NASDAQ,Defiance Daily Target 2X Long HIMS ETF
HIND,HIND,NASDAQ,"Vyome Holdings, Inc. - Common Stock"
HISF,HISF,NASDAQ,First Trust High Income Strategic Focus ETF
HIT,HIT,NASDAQ,"Health In Tech, Inc. - Class A Common Stock"
HITI,HITI,NASDAQ,High Tide Inc. - Common Shares
HIVE,HIVE,NASDAQ,HIVE Digital Technologies Ltd - Common Shares
HKIT,HKIT,NASDAQ,Hitek Global Inc. - Class A Ordinary Share
HKPD,HKPD,NASDAQ,Hong Kong Pharma Digital Technology Holdings Limited - Ordinary shares
HLAL,HLAL,NASDAQ,Wahed FTSE USA Shariah ETF
HLIT,HLIT,NASDAQ,Harmonic Inc. - Common Stock
HLMN,HLMN,NASDAQ,Hillman Solutions Corp. - Common Stock
HLNE,HLNE,NASDAQ,Hamilton Lane Incorporated - Class A Common Stock
HLP,HLP,NASDAQ,Hongli Group Inc. - Ordinary Shares
HMR,HMR,NASDAQ,Heidmar Maritime Holdings Corp. - Common Stock
HMYY,HMYY,NASDAQ,GraniteShares YieldBoost HIMS ETF
HNDL,HNDL,NASDAQ,Strategy Shares Nasdaq 7HANDL Index ETF
HNNA,HNNA,NASDAQ,"Hennessy Advisors, Inc. - Common Stock"
HNNAZ,HNNAZ,NASDAQ,"Hennessy Advisors, Inc. - 4.875% Notes due 2026"
HNRG,HNRG,NASDAQ,Hallador Energy Company - Common Stock
HNST,HNST,NASDAQ,"The Honest Company, Inc. - Common Stock"
HNVR,HNVR,NASDAQ,"Hanover Bancorp, Inc. - Common Stock"
HODU,HODU,NASDAQ,Direxion Daily HOOD Bull 2X ETF
HOFT,HOFT,NASDAQ,Hooker Furnishings Corporation - Common Stock
HOLO,HOLO,NASDAQ,MicroCloud Hologram Inc. - Ordinary Shares
HOLOW,HOLOW,NASDAQ,MicroCloud Hologram Inc. - Warrant
HOLX,HOLX,NASDAQ,"Hologic, Inc. - Common Stock"
HON,HON,NASDAQ,Honeywell International Inc. - Common Stock
HOOD,HOOD,NASDAQ,"Robinhood Markets, Inc. - Class A Common Stock"
HOOG,HOOG,NASDAQ,Leverage Shares 2X Long HOOD Daily ETF
HOOI,HOOI,NASDAQ,Defiance Leveraged Long Income HOOD ETF
HOOX,HOOX,NASDAQ,Defiance Daily Target 2X Long HOOD ETF
HOPE,HOPE,NASDAQ,"Hope Bancorp, Inc. - Common Stock"
HOTH,HOTH,NASDAQ,"Hoth Therapeutics, Inc. - Common Stock"
HOUR,HOUR,NASDAQ,"Hour Loop, Inc. - common stock"
HOVNP,HOVNP,NASDAQ,Hovnanian Enterprises Inc - Depositary Share representing 1/1000th of 7.625% Series A Preferred Stock
HOVR,HOVR,NASDAQ,New Horizon Aircraft Ltd. - Class A Ordinary Shares
HOVRW,HOVRW,NASDAQ,New Horizon Aircraft Ltd. - Warrant
HOWL,HOWL,NASDAQ,"Werewolf Therapeutics, Inc. - Common Stock"
HOYY,HOYY,NASDAQ,GraniteShares YieldBOOST HOOD ETF
HPAI,HPAI,NASDAQ,Helport AI Limited - Ordinary Shares
HPAIW,HPAIW,NASDAQ,Helport AI Limited - Warrants
HPK,HPK,NASDAQ,"HighPeak Energy, Inc. - Common Stock"
HQGO,HQGO,NASDAQ,Hartford US Quality Growth ETF
HQI,HQI,NASDAQ,"HireQuest, Inc. - Common Stock"
HQY,HQY,NASDAQ,"HealthEquity, Inc. - Common Stock"
HRMY,HRMY,NASDAQ,"Harmony Biosciences Holdings, Inc. - Common Stock"
HROW,HROW,NASDAQ,"Harrow, Inc. - Common Stock"
HRTS,HRTS,NASDAQ,Tema Heart & Health ETF
HRTX,HRTX,NASDAQ,"Heron Therapeutics, Inc.   - Common Stock"
HRZN,HRZN,NASDAQ,Horizon Technology Finance Corporation - Common Stock
HSAI,HSAI,NASDAQ,"Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share"
HSCS,HSCS,NASDAQ,HeartSciences Inc. - Common Stock
HSCSW,HSCSW,NASDAQ,HeartSciences Inc. - Warrant
HSDT,HSDT,NASDAQ,Solana Company - Class A Common Stock
HSIC,HSIC,NASDAQ,"Henry Schein, Inc. - Common Stock"
HSPT,HSPT,NASDAQ,Horizon Space Acquisition II Corp. - Ordinary share
HSPTR,HSPTR,NASDAQ,Horizon Space Acquisition II Corp. - Right
HSPTU,HSPTU,NASDAQ,Horizon Space Acquisition II Corp. - Units
HST,HST,NASDAQ,"Host Hotels & Resorts, Inc. - Common Stock"
HSTM,HSTM,NASDAQ,"HealthStream, Inc. - Common Stock"
HTBK,HTBK,NASDAQ,Heritage Commerce Corp - Common Stock
HTCO,HTCO,NASDAQ,High-Trend International Group - Class A Ordinary Shares
HTCR,HTCR,NASDAQ,"Heartcore Enterprises, Inc. - Common Stock"
HTFL,HTFL,NASDAQ,"Heartflow, Inc. - Common Stock"
HTHT,HTHT,NASDAQ,H World Group Limited - American Depositary Shares
HTLD,HTLD,NASDAQ,"Heartland Express, Inc. - Common Stock"
HTLM,HTLM,NASDAQ,HomesToLife Ltd - Ordinary Shares
HTO,HTO,NASDAQ,H2O America  - Common Stock
HTOO,HTOO,NASDAQ,Fusion Fuel Green PLC - Ordinary Shares
HTZ,HTZ,NASDAQ,"Hertz Global Holdings, Inc - Common Stock"
HTZWW,HTZWW,NASDAQ,"Hertz Global Holdings, Inc - Warrant"
HUBC,HUBC,NASDAQ,Hub Cyber Security Ltd. - Ordinary Shares
HUBCW,HUBCW,NASDAQ,Hub Cyber Security Ltd. - Warrant expiring 2/27/28
HUBCZ,HUBCZ,NASDAQ,Hub Cyber Security Ltd. - Warrant
HUBG,HUBG,NASDAQ,"Hub Group, Inc. - Class A Common Stock"
HUDI,HUDI,NASDAQ,"Huadi International Group Co., Ltd. - Ordinary Shares"
HUHU,HUHU,NASDAQ,HUHUTECH International Group Inc. - Ordinary Shares
HUIZ,HUIZ,NASDAQ,Huize Holding Limited - American Depositary Shares
HUMA,HUMA,NASDAQ,"Humacyte, Inc. - Common Stock"
HUMAW,HUMAW,NASDAQ,"Humacyte, Inc. - Warrant"
HURA,HURA,NASDAQ,"TuHURA Biosciences, Inc. - Common Stock"
HURC,HURC,NASDAQ,"Hurco Companies, Inc. - Common Stock"
HURN,HURN,NASDAQ,Huron Consulting Group Inc. - Common Stock
HUT,HUT,NASDAQ,Hut 8 Corp. - Common Stock
HVII,HVII,NASDAQ,Hennessy Capital Investment Corp. VII - Ordinary Shares
HVIIR,HVIIR,NASDAQ,Hennessy Capital Investment Corp. VII - Rights
HVIIU,HVIIU,NASDAQ,Hennessy Capital Investment Corp. VII - Unit
HVMC,HVMC,NASDAQ,Highview Merger Corp. - Class A Ordinary Share
HVMCU,HVMCU,NASDAQ,Highview Merger Corp. - Units
HVMCW,HVMCW,NASDAQ,Highview Merger Corp. - Warrants
HWAY,HWAY,NASDAQ,Themes US Infrastructure ETF
HWBK,HWBK,NASDAQ,"Hawthorn Bancshares, Inc. - Common Stock"
HWC,HWC,NASDAQ,Hancock Whitney Corporation - Common Stock
HWCPZ,HWCPZ,NASDAQ,Hancock Whitney Corporation - 6.25% Subordinated Notes due 2060
HWH,HWH,NASDAQ,HWH International Inc. - Common Stock
HWKN,HWKN,NASDAQ,"Hawkins, Inc. - Common Stock"
HWSM,HWSM,NASDAQ,Hotchkis & Wiley SMID Cap Diversified Value Fund
HXHX,HXHX,NASDAQ,Haoxin Holdings Limited - Class A Ordinary Shares
HYBI,HYBI,NASDAQ,NEOS Enhanced Income Credit Select ETF
HYDR,HYDR,NASDAQ,Global X Hydrogen ETF
HYFM,HYFM,NASDAQ,"Hydrofarm Holdings Group, Inc. - Common Stock"
HYFT,HYFT,NASDAQ,MindWalk Holdings Corp. - Common Stock
HYLS,HYLS,NASDAQ,First Trust Tactical High Yield ETF
HYMC,HYMC,NASDAQ,Hycroft Mining Holding Corporation - Class A Common Stock
HYNE,HYNE,NASDAQ,"Hoyne Bancorp, Inc. - Common Stock"
HYP,HYP,NASDAQ,Golden Eagle Dynamic Hypergrowth ETF
HYPD,HYPD,NASDAQ,"Hyperion DeFi, Inc. - Common Stock"
HYPR,HYPR,NASDAQ,"Hyperfine, Inc.  - Class A Common Stock"
HYXF,HYXF,NASDAQ,iShares ESG Advanced High Yield Corporate Bond ETF
HYZD,HYZD,NASDAQ,WisdomTree Interest Rate Hedged High Yield Bond Fund
IAC,IAC,NASDAQ,IAC Inc. - Common Stock
IALT,IALT,NASDAQ,iShares Systematic Alternatives Active ETF
IART,IART,NASDAQ,Integra LifeSciences Holdings Corporation - Common Stock
IBAC,IBAC,NASDAQ,IB Acquisition Corp. - Common Stock
IBACR,IBACR,NASDAQ,IB Acquisition Corp. - Right
IBAT,IBAT,NASDAQ,iShares Energy Storage & Materials ETF
IBB,IBB,NASDAQ,iShares Biotechnology ETF
IBBQ,IBBQ,NASDAQ,Invesco Nasdaq Biotechnology ETF
IBCP,IBCP,NASDAQ,Independent Bank Corporation - Common Stock
IBEX,IBEX,NASDAQ,IBEX Limited - Common Share
IBG,IBG,NASDAQ,Innovation Beverage Group Limited - Ordinary Shares
IBGA,IBGA,NASDAQ,iShares iBonds Dec 2044 Term Treasury ETF
IBGB,IBGB,NASDAQ,iShares iBonds Dec 2045 Term Treasury ETF
IBGK,IBGK,NASDAQ,iShares iBonds Dec 2054 Term Treasury ETF
IBGL,IBGL,NASDAQ,iShares iBonds Dec 2055 Term Treasury ETF
IBIO,IBIO,NASDAQ,"iBio, Inc. - Common Stock"
IBIT,IBIT,NASDAQ,iShares Bitcoin Trust ETF
IBKR,IBKR,NASDAQ,"Interactive Brokers Group, Inc. - Class A Common Stock"
IBOC,IBOC,NASDAQ,International Bancshares Corporation - Common Stock
IBOT,IBOT,NASDAQ,VanEck Robotics ETF
IBRX,IBRX,NASDAQ,"ImmunityBio, Inc. - Common Stock"
IBTG,IBTG,NASDAQ,iShares iBonds Dec 2026 Term Treasury ETF
IBTH,IBTH,NASDAQ,iShares iBonds Dec 2027 Term Treasury ETF
IBTI,IBTI,NASDAQ,iShares iBonds Dec 2028 Term Treasury ETF
IBTJ,IBTJ,NASDAQ,iShares iBonds Dec 2029 Term Treasury ETF
IBTK,IBTK,NASDAQ,iShares iBonds Dec 2030 Term Treasury ETF
IBTL,IBTL,NASDAQ,iShares iBonds Dec 2031 Term Treasury ETF
IBTM,IBTM,NASDAQ,iShares iBonds Dec 2032 Term Treasury ETF
IBTO,IBTO,NASDAQ,iShares iBonds Dec 2033 Term Treasury ETF
IBTP,IBTP,NASDAQ,iShares iBonds Dec 2034 Term Treasury ETF
IBTQ,IBTQ,NASDAQ,iShares iBonds Dec 2035 Term Treasury ETF
ICCC,ICCC,NASDAQ,ImmuCell Corporation - Common Stock
ICCM,ICCM,NASDAQ,IceCure Medical Ltd. - Ordinary Shares
ICFI,ICFI,NASDAQ,"ICF International, Inc. - Common Stock"
ICG,ICG,NASDAQ,Intchains Group Limited - American Depositary Shares
ICHR,ICHR,NASDAQ,Ichor Holdings - Ordinary Shares
ICLN,ICLN,NASDAQ,iShares Global Clean Energy ETF
ICLR,ICLR,NASDAQ,ICON plc - Ordinary Shares
ICMB,ICMB,NASDAQ,"Investcorp Credit Management BDC, Inc. - Common Stock"
ICON,ICON,NASDAQ,Icon Energy Corp. - Common stock
ICOP,ICOP,NASDAQ,iShares Copper and Metals Mining ETF
ICU,ICU,NASDAQ,SeaStar Medical Holding Corporation - Common Stock
ICUCW,ICUCW,NASDAQ,SeaStar Medical Holding Corporation - Warrant
ICUI,ICUI,NASDAQ,"ICU Medical, Inc. - Common Stock"
IDAI,IDAI,NASDAQ,T Stamp Inc. - Class A Common Stock
IDCC,IDCC,NASDAQ,"InterDigital, Inc. - Common Stock"
IDEF,IDEF,NASDAQ,iShares Defense Industrials Active ETF
IDN,IDN,NASDAQ,"Intellicheck, Inc. - Common Stock"
IDXX,IDXX,NASDAQ,"IDEXX Laboratories, Inc. - Common Stock"
IDYA,IDYA,NASDAQ,"IDEAYA Biosciences, Inc. - Common Stock"
IEF,IEF,NASDAQ,iShares 7-10 Year Treasury Bond ETF
IEI,IEI,NASDAQ,iShares 3-7 Year Treasury Bond ETF
IEP,IEP,NASDAQ,Icahn Enterprises L.P. - Depositary Units representing Limited Partner Interests
IESC,IESC,NASDAQ,"IES Holdings, Inc. - Common Stock"
IEUS,IEUS,NASDAQ,iShares MSCI Europe Small-Cap ETF
IFBD,IFBD,NASDAQ,"Infobird Co., Ltd - Ordinary Shares"
IFGL,IFGL,NASDAQ,iShares International Developed Real Estate ETF
IFLO,IFLO,NASDAQ,VictoryShares International Free Cash Flow ETF
IFRX,IFRX,NASDAQ,InflaRx N.V. - Common Stock
IFV,IFV,NASDAQ,First Trust Dorsey Wright International Focus 5 ETF
IGAC,IGAC,NASDAQ,Invest Green Acquisition Corporation - Class A Ordinary Shares
IGACR,IGACR,NASDAQ,Invest Green Acquisition Corporation - Rights
IGACU,IGACU,NASDAQ,Invest Green Acquisition Corporation - Units
IGF,IGF,NASDAQ,iShares Global Infrastructure ETF
IGIB,IGIB,NASDAQ,iShares 5-10 Year Investment Grade Corporate Bond ETF
IGIC,IGIC,NASDAQ,International General Insurance Holdings Ltd. - Ordinary Shares
IGOV,IGOV,NASDAQ,iShares International Treasury Bond ETF
IGSB,IGSB,NASDAQ,iShares 1-5 Year Investment Grade Corporate Bond ETF
IHRT,IHRT,NASDAQ,"iHeartMedia, Inc. - Class A Common Stock"
IHYF,IHYF,NASDAQ,Invesco High Yield Bond Factor ETF
III,III,NASDAQ,"Information Services Group, Inc. - Common Stock"
IIIV,IIIV,NASDAQ,"i3 Verticals, Inc. - Common Stock"
IINN,IINN,NASDAQ,Inspira Technologies Oxy B.H.N. Ltd. - Ordinary Shares
IINNW,IINNW,NASDAQ,Inspira Technologies Oxy B.H.N. Ltd. - Warrant
IJT,IJT,NASDAQ,iShares S&P SmallCap 600 Growth ETF
IKT,IKT,NASDAQ,"Inhibikase Therapeutics, Inc. - Common Stock"
ILAG,ILAG,NASDAQ,Intelligent Living Application Group Inc. - Ordinary Shares
ILIT,ILIT,NASDAQ,iShares Lithium Miners and Producers ETF
ILLR,ILLR,NASDAQ,Triller Group Inc. - Common Stock
ILLRW,ILLRW,NASDAQ,Triller Group Inc. - Warrant
ILMN,ILMN,NASDAQ,"Illumina, Inc. - Common Stock"
ILPT,ILPT,NASDAQ,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest
IMA,IMA,NASDAQ,"ImageneBio, Inc. - Common Stock"
IMCC,IMCC,NASDAQ,IM Cannabis Corp. - Common Shares
IMCR,IMCR,NASDAQ,Immunocore Holdings plc - American Depositary Shares
IMCV,IMCV,NASDAQ,iShares Morningstar Mid-Cap Value ETF
IMDX,IMDX,NASDAQ,Insight Molecular Diagnostics Inc. - Common Stock
IMG,IMG,NASDAQ,CIMG Inc. - Common Stock
IMKTA,IMKTA,NASDAQ,"Ingles Markets, Incorporated - Class A Common Stock"
IMMP,IMMP,NASDAQ,Immutep Limited - American Depositary Shares
IMMR,IMMR,NASDAQ,Immersion Corporation - Common Stock
IMMX,IMMX,NASDAQ,"Immix Biopharma, Inc. - Common Stock"
IMNM,IMNM,NASDAQ,"Immunome, Inc. - Common Stock"
IMNN,IMNN,NASDAQ,"Imunon, Inc. - Common Stock"
IMOM,IMOM,NASDAQ,Alpha Architect International Quantitative Momentum ETF
IMOS,IMOS,NASDAQ,ChipMOS TECHNOLOGIES INC. - American Depositary Shares
IMPP,IMPP,NASDAQ,Imperial Petroleum Inc. - Common Shares
IMPPP,IMPPP,NASDAQ,Imperial Petroleum Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares
